干幹	4	5	5	5
日时	4	7	7	7
偷盗	4	4	4	4
疼痛	4	5	5	5
俱同	4	5	6	6
相绝	4	4	4	4
雀鹊	4	4	4	4
扳攀	4	4	4	4
从行	4	7	9	9
众百	4	6	6	6
报抱	4	5	5	5
睹见	4	8	9	12
制剥	4	4	4	4
挨捱	4	5	5	5
从随	4	7	9	9
单双	4	5	5	6
宕荡	4	4	5	5
无莫	4	10	12	14
云霄	4	4	5	5
单孤	4	4	4	4
累絫	4	4	4	4
几幾	4	5	5	5
股骨	4	4	4	4
文钱	4	5	5	5
出超	4	4	4	4
惠慧	4	6	6	6
试量	4	4	4	4
学艺	4	4	4	4
鉢钵	4	4	4	4
文语	4	5	7	7
业财	4	4	4	4
帐账	4	5	5	5
出有	3	3	3	3
以足	3	3	3	3
思悲	3	3	3	3
然默	3	3	3	3
希稀	3	4	5	5
取得	3	3	4	4
深渊	3	4	4	4
冲攻	3	3	3	3
奸隐	3	3	3	3
势名	3	3	3	3
医法	3	4	5	5
具程	3	3	3	3
书文	3	5	5	5
行靡	3	4	4	4
址站	3	3	3	3
明知	3	3	3	3
圭珪	3	3	3	3
咨查	3	3	3	3
明流	3	3	3	3
行进	3	3	4	5
施用	3	3	3	3
差错	3	3	4	5
弯湾	3	3	3	3
然若	3	4	4	4
井壁	3	4	5	5
寒惊	3	5	6	6
腼靦	3	3	3	3
大巨	3	5	5	5
明朗	3	4	5	5
慎谨	3	3	3	3
势埶	3	3	3	3
不靡	3	4	4	5
善能	3	4	4	4
刀剑	3	3	3	3
建钢	3	3	3	3
脏赃	3	6	7	8
傅附	3	3	3	3
匹独	3	3	3	3
棋碁	3	3	3	3
关门	3	4	4	4
软鹿	3	3	3	3
古秋	3	4	4	4
之私	3	3	3	3
世事	3	4	4	4
世人	3	3	4	4
钢铜	3	3	3	3
婚媒	3	3	3	3
可能	3	4	4	4
废败	3	3	4	4
梦醉	3	3	3	4
材涂	3	3	3	3
命指	3	3	3	3
夜昼	3	4	4	4
中内	3	4	4	4
夜月	3	3	3	3
务变	3	3	3	3
剑箭	3	3	3	3
上高	3	3	3	3
综联	3	3	3	3
历磊	3	3	3	3
傲敖	3	5	5	5
鍼针	3	3	3	3
合工	3	3	3	3
商宫	3	3	3	3
庭院	3	3	3	3
倾翻	3	3	3	3
产食	3	4	5	5
置计	3	3	3	3
先后	3	3	3	3
合同	3	4	5	5
地处	3	3	3	3
跌顿	3	4	4	4
视话	3	3	4	4
故眷	3	3	3	3
基资	3	3	3	3
川水	3	3	3	3
粝糲	3	4	4	4
弃舍	3	4	4	5
产行	3	4	7	7
业程	3	6	6	6
消解	3	4	4	4
勾钩	3	3	3	3
下地	3	3	3	3
地水	3	3	3	3
中有	3	5	6	6
炮礮	3	4	4	4
历厉	3	6	7	7
日月	3	6	6	6
乞求	3	3	3	3
閒闲	3	5	6	6
商服	3	5	5	5
列火	3	3	3	3
聚附	3	3	5	5
促蹐	3	4	4	4
烧焚	3	3	3	3
穴窟	3	3	3	3
专学	3	4	4	4
瓦甲	3	3	3	3
灾祸	3	3	4	4
伸申	3	3	4	4
下低	3	3	3	3
地物	3	3	4	4
买卖	3	4	4	4
春生	3	3	3	3
任服	3	3	3	4
在存	3	3	4	4
暖栗	3	5	5	5
琼金	3	3	3	3
粘黏	3	4	4	4
朱红	3	4	4	4
胸襟	3	3	3	3
中衷	3	3	3	3
朱珠	3	3	3	3
春花	3	3	3	3
京方	3	3	3	3
合集	3	3	3	3
胸膺	3	4	4	4
胸腹	3	3	3	3
胸腿	3	5	5	5
力子	3	4	6	6
内纳	3	3	3	3
攧颠	3	3	3	3
力心	3	4	4	4
斫斲	3	4	5	5
红赤	3	4	4	4
兴存	3	3	3	3
地野	3	3	3	3
中间	3	3	3	3
甘甜	3	3	3	3
事人	3	3	3	4
发行	3	3	3	3
知著	3	5	6	6
事物	3	4	4	4
专职	3	3	5	5
片视	3	3	3	3
帏帷	3	3	3	3
时辰	3	5	5	5
兵民	3	3	3	3
啖噉	3	3	3	3
流遗	3	3	3	3
工课	3	3	3	3
主意	3	4	4	4
力思	3	3	5	6
妇妻	3	3	3	3
事情	3	3	3	3
产本	3	3	3	3
内外	3	4	4	5
论谈	3	4	4	4
张惊	3	4	4	4
事服	3	3	3	4
管经	3	4	4	4
事时	3	5	5	6
流过	3	4	4	4
呼唤	3	4	4	4
屈诎	3	4	4	5
使转	3	3	3	3
朽腐	3	3	3	3
析类	3	3	3	3
失得	3	5	7	8
吒咤	3	3	3	4
口唇	3	4	5	5
不知	3	3	3	3
案法	3	3	3	3
大老	3	4	4	4
抱负	3	3	3	3
声身	3	3	3	3
大至	3	3	4	4
木树	3	3	3	3
固安	3	3	3	3
决断	3	5	5	5
外表	3	6	6	6
大通	3	3	3	3
你我	3	5	6	6
怵鉥	3	3	3	3
乱急	3	3	3	3
国地	3	3	3	3
国土	3	3	3	3
大长	3	3	3	3
优悠	3	3	3	3
盘蟠	3	6	8	9
不没	3	3	3	4
公国	3	3	3	3
善美	3	3	3	3
白黄	3	3	4	4
机谋	3	4	4	4
共相	3	3	3	3
圣妙	3	3	3	3
月玉	3	3	4	4
吃食	3	4	4	4
傍旁	3	4	5	5
口眼	3	3	4	4
可庸	3	4	4	4
尊樽	3	3	3	3
不匪	3	3	3	3
情私	3	3	3	3
绣锦	3	3	3	3
羽翼	3	3	3	3
归还	3	3	3	4
急焦	3	3	3	3
二第	3	6	6	6
肺舌	3	3	3	3
扯撦	3	3	3	3
九五	3	3	6	10
多高	3	3	3	3
气火	3	3	3	3
九六	3	5	6	11
何无	3	6	9	11
国球	3	3	3	3
具艺	3	3	3	3
当逢	3	3	4	4
女小	3	4	4	4
兽性	3	3	3	3
凋雕	3	3	4	4
待见	3	3	4	5
不何	3	4	6	8
寡无	3	3	4	4
空虚	3	4	4	4
当须	3	3	3	3
凰皇	3	4	4	4
技研	3	5	5	5
博硕	3	4	4	5
钟铃	3	3	3	3
措错	3	4	4	4
一满	3	3	4	4
学案	3	4	4	6
跖蹠	3	3	3	3
倒转	3	4	4	4
壮大	3	4	4	4
得获	3	3	3	3
痈虎	3	3	3	3
继续	3	5	5	5
征点	3	3	3	3
均钧	3	3	3	3
学招	3	3	3	3
头梁	3	3	3	3
番翻	3	4	5	5
措色	3	3	3	3
从听	3	3	3	3
句语	3	3	6	6
夕夜	3	3	3	3
吸抽	3	3	3	3
磬罄	3	4	5	5
征招	3	3	3	3
催摧	3	3	3	3
见识	3	3	4	7
人身	3	5	5	5
会遇	3	3	3	4
就趋	3	4	4	4
入合	3	3	3	4
回成	3	3	3	3
作程	3	3	3	3
有百	3	3	3	3
由自	3	3	3	3
腮舌	3	3	3	3
喜笑	3	4	4	4
人裸	3	3	3	3
慌荒	3	3	3	3
緜绵	3	3	3	3
俐利	3	3	3	3
厚重	3	6	6	6
暴曝	3	3	3	3
逐随	3	3	4	4
木石	3	3	3	3
酒饭	3	3	3	3
刻镂	3	5	5	5
一如	3	4	4	4
年日	3	6	8	9
出发	3	4	4	4
一异	3	3	3	3
济贸	3	3	3	3
过马	3	3	3	3
相自	3	3	3	3
一十	3	3	4	5
报行	3	3	3	3
一几	3	4	5	5
见露	3	3	3	3
喜情	3	3	4	4
听频	3	3	3	3
暴狂	3	3	3	3
无未	3	4	5	5
就逐	3	4	4	4
有没	3	6	6	6
一当	3	3	3	3
风飞	3	3	4	4
间顷	3	3	3	3
怀情	3	4	4	4
信铃	3	5	5	5
法魔	3	3	3	3
水风	3	5	5	5
于其	3	4	4	4
层重	3	4	4	4
朴璞	3	3	4	4
娣庭	3	3	3	3
妖精	3	3	3	3
心思	3	3	3	4
生造	3	4	4	4
心感	3	3	3	3
坛文	3	3	3	3
他它	3	4	4	4
分同	3	3	3	3
整正	3	3	3	3
心新	3	3	3	3
水雨	3	6	7	7
仇愁	3	3	3	3
模造	3	3	3	3
术能	3	3	3	3
耳面	3	5	5	5
寒死	3	3	3	3
生起	3	5	5	6
生身	3	5	5	6
彰章	3	3	3	3
咏弄	3	3	3	3
医药	3	3	3	3
幽隐	3	3	3	3
是此	3	4	4	4
担檐	3	3	3	3
淡谈	3	3	3	3
旰昃	3	3	3	3
巷市	3	5	5	5
丘邱	3	3	3	3
萍蓬	3	3	3	3
传承	3	4	4	4
车辙	3	4	4	4
复学	3	3	3	3
字码	3	3	3	3
檗蘖	3	3	3	3
凊清	3	4	4	4
背负	3	4	4	4
哀悲	3	5	5	5
两四	3	4	4	4
土草	3	3	3	3
同齐	3	5	7	7
车马	3	3	3	3
名考	3	3	3	3
彩股	3	3	3	3
县悬	3	3	3	3
槖橐	3	4	4	4
夜更	3	3	3	3
热焦	3	3	3	3
疐痜	3	3	4	5
本根	3	3	3	3
雨雪	3	3	3	3
求索	3	4	4	4
烦繁	3	5	5	5
理礼	3	5	5	5
扯拽	3	3	3	3
彻达	3	4	4	4
彩短	3	3	3	3
本金	3	3	3	3
雁鴈	3	4	4	4
义言	3	3	3	3
奋愤	3	5	5	5
之成	3	4	4	4
之所	3	3	4	4
信力	3	3	4	4
浮飘	3	4	4	4
投赴	3	4	4	4
獐麞	3	3	3	3
瞶聩	3	3	3	3
功名	3	4	5	5
居庭	3	4	4	4
言谋	3	4	4	4
成胜	3	4	4	4
光辉	3	3	3	3
干甘	3	3	3	3
言说	3	5	6	6
恶歹	3	5	5	5
为如	3	5	6	6
交贸	3	3	3	3
中韩	3	3	4	5
而长	3	3	4	4
习校	3	4	4	4
字言	3	3	3	3
破覆	3	3	3	3
学药	3	3	3	3
食饭	3	3	3	3
化明	3	3	3	3
石铁	3	4	4	4
差爽	3	5	5	6
捶搥	3	5	6	6
土地	3	3	3	3
殍莩	3	3	3	3
类萃	3	3	3	3
心肌	3	4	4	4
心肺	3	4	4	4
狼神	3	3	3	3
名声	3	3	4	4
之人	3	5	5	5
之于	3	5	5	5
塞掩	3	3	3	3
七四	3	3	4	7
达通	3	4	5	6
踵迹	3	4	4	4
信恩	3	3	3	3
人居	3	3	3	3
衣车	3	3	3	3
盒箱	3	3	3	3
径迳	3	3	3	3
商家	3	3	3	3
易更	3	3	3	3
之妙	3	3	3	3
伪僞	3	4	4	4
斐菲	3	3	3	3
则必	3	5	5	5
人浮	3	3	3	3
语说	3	4	5	5
有闻	3	3	4	4
塼砖	3	3	3	3
星风	3	4	4	5
赶趕	3	3	4	4
俛俯	3	4	4	5
人我	3	3	3	3
人才	3	3	3	3
人所	3	4	4	4
挥麾	3	5	5	5
俱并	3	3	4	4
扬摇	3	3	3	4
人翁	3	3	3	3
疾病	3	5	5	6
睹覩	3	4	5	6
患祸	3	3	5	6
目耳	3	4	4	4
家模	3	3	3	3
云风	3	7	7	7
駮驳	3	3	3	3
斜横	3	3	3	3
尽皆	3	3	3	3
立置	3	3	3	3
炫衒	3	4	4	4
疗药	3	3	3	3
声生	3	4	4	4
记识	3	4	4	5
几掌	3	3	3	3
砻礲	3	3	3	3
人以	3	3	3	3
挠揉	3	4	4	5
奥法	3	5	5	5
推管	3	5	5	5
卖鬻	3	4	4	4
疏轻	3	3	3	3
一这	3	7	8	8
个名	3	4	4	4
闻驰	3	3	3	3
出进	3	3	3	4
文闻	3	3	3	3
会审	3	4	4	4
摄电	3	3	3	3
倒扭	3	3	3	3
弹调	3	3	3	3
花莺	3	3	3	3
文邮	3	3	4	4
倒搅	3	3	4	4
御驭	3	3	3	3
厘发	3	3	3	3
头门	3	3	3	3
劳苦	3	3	3	3
序次	3	3	3	3
捷疾	3	3	3	3
受授	3	3	4	4
人子	3	3	4	4
花香	3	3	3	3
学高	3	4	4	4
刮寡	3	3	3	3
人声	3	3	4	4
騃騣	3	4	4	4
厢相	3	3	3	3
利力	3	3	3	3
美艺	3	6	6	6
宏雄	3	3	3	4
人农	3	3	5	5
人出	3	3	3	3
人兵	3	3	3	3
制系	3	3	3	3
程顺	2	2	2	2
保维	2	3	3	3
咽噎	2	2	2	2
介芥	2	2	2	2
行飞	2	2	2	2
气色	2	2	2	3
待爱	2	3	3	3
佚逸	2	3	3	3
塑饲	2	2	3	3
冲打	2	2	6	6
塑饮	2	2	2	2
配零	2	2	3	3
行驰	2	3	4	4
思恩	2	2	2	2
姓迹	2	2	2	2
冲时	2	2	2	2
毡氈	2	2	2	2
圆成	2	2	2	2
睥聛	2	4	4	4
亚克	2	2	2	2
戒锤	2	3	3	3
秀穗	2	3	3	3
月针	2	2	2	2
养长	2	2	2	2
明秦	2	2	2	2
化酸	2	2	2	2
思求	2	2	2	2
其所	2	3	3	3
足鼎	2	2	2	2
程量	2	2	2	2
古学	2	2	2	2
行通	2	2	2	2
佩珮	2	2	2	2
笔面	2	2	2	2
兽野	2	2	2	2
觞觥	2	2	2	2
技计	2	2	2	2
神精	2	2	2	2
农工	2	3	6	6
世物	2	2	2	2
瞒谩	2	3	3	3
园社	2	2	2	2
筱篠	2	2	2	2
以若	2	3	3	3
神绪	2	2	2	2
明白	2	3	4	4
岭水	2	2	2	2
足饱	2	2	2	2
其斯	2	2	2	2
情黄	2	2	2	2
仪品	2	2	2	2
刀枪	2	3	3	3
养育	2	2	2	2
知见	2	2	4	4
损败	2	2	2	2
行言	2	4	4	4
丽妙	2	2	2	2
依如	2	2	2	2
纵综	2	3	3	3
待期	2	3	3	3
态状	2	2	2	2
摇飞	2	2	2	2
后百	2	2	2	2
咸甜	2	2	2	2
井址	2	2	2	2
尊高	2	2	3	3
井土	2	2	2	2
冷热	2	3	4	4
明洁	2	2	2	2
孔窍	2	2	2	2
冻雪	2	2	2	2
原论	2	2	2	2
明清	2	3	3	3
口舌	2	3	3	3
婿客	2	3	3	3
深精	2	2	2	2
冻霜	2	2	2	2
擗辟	2	2	2	2
戒诫	2	2	2	2
世時	2	2	2	2
校较	2	2	2	2
程育	2	3	3	3
养训	2	2	2	2
情行	2	2	2	3
足迹	2	3	4	4
鉴镜	2	3	3	3
旦晨	2	2	2	2
道魔	2	2	2	2
娥蛾	2	2	2	2
餔餵	2	4	4	4
程范	2	2	2	2
辔驾	2	2	2	2
气风	2	3	3	3
拿装	2	2	2	2
忘无	2	2	2	2
起靡	2	3	3	3
大广	2	2	2	2
寡薄	2	2	2	2
深盘	2	2	2	2
希承	2	2	2	2
冲摧	2	2	3	3
仪姿	2	2	2	2
尊重	2	2	2	2
当挡	2	2	3	3
明星	2	2	2	2
口语	2	3	3	4
怡恬	2	2	3	3
凌陵	2	3	3	3
不长	2	2	2	2
古现	2	3	3	3
我私	2	2	2	2
萧阋	2	2	2	2
掷跳	2	2	3	3
不非	2	2	2	2
世尘	2	2	2	2
横纵	2	2	2	2
蕊蘂	2	2	2	2
楚白	2	2	2	2
宗家	2	2	2	2
开研	2	2	2	2
大有	2	2	2	2
乱逆	2	2	2	2
俟待	2	5	5	5
敌阵	2	2	2	2
大文	2	4	4	4
世奇	2	2	2	2
大支	2	2	2	2
兰达	2	2	2	2
五四	2	3	8	14
残颓	2	4	4	4
婀阿	2	2	2	2
吐吞	2	3	3	3
五合	2	2	2	2
兰芝	2	2	2	2
悭薄	2	2	2	2
代典	2	2	2	2
盈积	2	2	2	2
德心	2	2	2	2
古经	2	2	2	2
招沾	2	2	3	3
多好	2	3	3	3
安定	2	4	4	4
